Ep.,구분,이름,메뉴,계절,시/도,군/구,지번,전화번호,비고,Filter
Ep.38,Soul City,옛날오막집,곱창(양곱창),,부산,서,동대신동1가 232-2,051-243-6973,[강헌],1
Ep.38,Soul City,양곱창골목,곱창(양곱창),,부산,진,부전동,,스탠드바 분위기. [강헌],1
Ep.38,Soul City,돌쇠 깍두기,고깃집,,부산,연제,연산동 756-5,051-861-4423,안창살. 확실한 정보 아님. (방송에서는 한우로 나왔으나 이곳은 수입산을 사용함.),0
Ep.38,퀸 오브 디저트,앗 뜨거워 Heat,책,,,,,,문학 담당 기자 밥 버포드의 좌충우돌 요리사 변신기.,1
Ep.38,이 집도 가라,동래할매파전,파전,,부산,동래,복천동 367-2,051-552-0791,기장 파 사용.,1
Ep.38,이 집도 가라,해운대소문난암소갈비집,갈비(숯불갈비),,부산,해운대,중1동 1225-1,051-746-0003,"독특한 불판을 사용함.
구우며 고인 육수에 사리를 추가 요청 하면 별미 국수를 즐길 수 있음.",1
Ep.39,걸신에게 물어봐,강헌,냉면육수,,,,,,"육수 6 : 동치미 4에서 취향에 따라 비율을 조정.
무우 맛이 제대로 나는 11월 이후에 시도를 권고.",0
Ep.39,걸신에게 물어봐,강헌,소고기,,,,,,"생협 소고기 (유기농, 지방 적음). - 내 맘 대로 딴지마켓 네이쳐 오다 추천.
태음인인 경우 지방을 잘 제거한 소뼈 또는 곰국.
간이 좋지 않은 경우 너무 고단백은 간에 무리를 줄 수 있음 - 굴(여름 이외), 장어 추천.",0
Ep.39,걸신에게 물어봐,홍미닭발,닭발,,서울,강서,화곡6동 1118-18,02-2697-4996,캡사이신을 사용하지 않은 강한 매운 맛.,1
Ep.39,걸신에게 물어봐,해월토장집,된장음식,,서울,강서,등촌3동 667-11,02-2668-0057,[조장훈],1
Ep.39,걸신에게 물어봐,도일처,동파육,,서울,강서,방화동 621-19,02-2662-2322,[조장훈],1
Ep.39,걸신에게 물어봐,또식당,애저찜,,광주,동,대의동 81-1,062-222-1355,"갓 태어난 새끼 돼지 요리.
최소 한 두시간 전 예약 필수.
한 마리 16~20만원. 반 마리 8~10만원.",1
Ep.39,걸신에게 물어봐,진안관,애저탕,,전북,진안,진안읍 군상리 282-5,063-433-2629,갓 태어난 새끼 돼지 요리.,1
Ep.39,걸신에게 물어봐,중섭식당,애저회(새끼회),,제주,서귀포,정방동 521-1,064-763-1277,아직 태어나지 않은 돼지 태아 요리. [조장훈],1
Ep.39,걸신에게 물어봐,고속도로 휴게소,기본 라면+공기밥 추가,,,,,,[이종한],0
Ep.39,걸신에게 물어봐,동방면식,콩국,,서울,영등포,대림동 1058-34,,튀김을 구입 하면 함께 나오는 콩국에 튀김을 잘라넣어 먹음. [조장훈],1
Ep.39,걸신에게 물어봐,백만석,비빔밥(멍게 비빔밥),여름,경남,거제,상동동 960,055-638-3300,37회에 소개됨.,1
Ep.39,걸신에게 물어봐,42번가,뮤지컬,,,,,,[이종한],0
Ep.39,이 집에 가라,혜성식당,은어밥/은어튀김,늦여름/초가을,경남,하동,화개면 탑리 626-5,055-883-2140,"예약 필수.
1인당 2만원 가량.
밥 나오기 전 은어 튀김 + 맥주 한잔 추천.",1
Ep.39,맛집,동백식당,은어밥/은어튀김,늦여름/초가을,경남,하동,화개면 탑리 674-4,055-883-2439,"예약 필수.
1인당 2만원 가량.
밥 나오기 전 은어 튀김 + 맥주 한잔 추천.",1
Ep.39,걸신에게 물어봐,지킬 앤 하이드,뮤지컬,,,,,,[강헌],0
Ep.39,걸신에게 물어봐,맘마미아,뮤지컬,,,,,,[강헌],0
Ep.39,걸신에게 물어봐,김종욱 찾기,뮤지컬,,,,,,[이종한],0
Ep.39,걸신에게 물어봐,형제는 용감했다,뮤지컬,,,,,,[강헌],0
Ep.39,걸신에게 물어봐,당신이 잠든 사이에,뮤지컬,,,,,,[강헌],0
Ep.39,걸신에게 물어봐,소믈리에르,만화,,,,,,신의 물방울에 버금가는 와인 만화. [강헌],0
Ep.39,걸신에게 물어봐,진우네집국수,국수,,전남,담양,객사리 211-34,061-381-5344,"가장 먼저 시작한 집.
인근 국수집들이 평준화 되어 있음.",1
Ep.39,걸신에게 물어봐,,설탕물밥,,전남,장성,,,"설탕물에 밥을 말아 묵은 신김치, 고등어구이와 함께 먹음.",1
Ep.39,걸신에게 물어봐,남보원불고기,소고기,,경기,수원,장안구 영화동 284-2,031-245-9395,37회에 소개됨.,1
Ep.39,걸신에게 물어봐,평양면옥(도곡),냉면,,서울,강남,도곡동 423-15,02-577-7784,가장 최근에 문을 열었으나 계열점 중 가장 품질이 좋음.,1
Ep.39,음식 인문학,태안자염,소금,,충남,태안,태안읍 동문리 894-8,041-672-3001,"2Kg 4만원 가량.
http://saltpeople.com/mall/index.html",1
Ep.39,이 집에 가라,천화원,짬뽕(하얀 짬뽕)/류산슬/탕수육/깐풍기,,경남,거제,장승포동 232-29,055-681-2408,"51년 부터 영업.
김우중 회장이 거제도 방문 할때 마다 들른 집.
서빙이 무성의함.
굴짬뽕과는 다른 계열.
면이 특이함.",1
Ep.40,,자반고등어,초고추장,,,,,,"고추장 4
수수조청 2.5
양조식초 4",0
Ep.40,,자반고등어,초간장,,,,,,"우리친구 샘표 701간장 4
꿀의 명가 동서 잡화꿀 2.5
식초 3
폰즈소스 0.5",0
Ep.40,,강헌,민어탕,,,,,,"민어의 피를 최대한 뺀 후 끓인 첫 물은 버리고 남은 내장 과 불필요 부위를 제거한 후 다시 끓이다 마지막에 애호박을 4 Cm가량 두께로 썰어 호박 껍질 색이 변하기 직전 불을 끈다.
민어 죽을 끓이기 위해 간은 새우젓으로 각자 한다.",0
Ep.40,걸신에게 물어봐,전호 메밀우동,소바,,서울,관악,봉천동 1664-14,02-885-6693,15회에 소개됨.,1
Ep.40,걸신에게 물어봐,해안횟집,생선 내장탕,,경남,창원,마산합포구 남성동 253,055-246-1726,운지식당 인근.,1
Ep.40,걸신에게 물어봐,다시식당,소바,,경남,의령,의령읍 서동리 491-7,055-573-2514,"이전에 소개됨.
맛보다는 맛 역사를 경험한다는 마음으로 가는것을 권고.",1
Ep.40,Soul City,해월토장집,해장국,,인천,남동,구월4동 1289-6,032-467-6221,39회에 소개된 곳과 다른 곳.,1
Ep.40,Soul City,이화순대,순대국,,인천,중,도원동 67-3,032-882-3039,"순대는 맛이 없음.
크게 특징은 없지만 맛이 있음.",1
Ep.40,Soul City,신포우리만두,쫄면,,인천,중,신포동 36-1,032-772-4958,굳이 찾아가 먹을만한 특징은 없음.,1
Ep.40,Soul City,풍미당,쫄면,,충북,옥천,옥천읍 금구리 157-5,043-732-1827,,1
Ep.40,Soul City,보영만두,쫄면,,경기,수원,장안구 영화동 282-2,031-242-9076,,1
Ep.40,Soul City,보영만두,쫄면,,경기,용인,처인구 김량장동 87-2,031-321-3377,[이종한],1
Ep.40,Soul City,신포시장,닭강정,,인천,중,신포동 7 신포시장,032-772-5812,시장 내 어느곳에서 먹어도 관계 없음.,1
Ep.40,Soul City,포다쌀국수,국수(쌀국수),,인천,부평,부평동 206-18 2층,070-7750-6668,"MSG 사용.
점포 이전 후 맛이 떨어졌다는 얘기가 있으나 차이가 크지 않음.",1
Ep.40,Soul City,모모참치,회(참치회),,인천,남동,구월동 1142-29,032-426-8580,"가격이 매우 비쌈.
참치집에 갔을 때에는 무조건 가장 비싼 코스를 먹을것.
이 곳의 경우 1인 12만원 가량.",1
Ep.40,Soul City,금메달추어탕,추어탕,,인천,남동,운연동 32-3,032-465-6703,"마늘추어탕.
냄비밥 제공. [자반고등어]",1
Ep.40,Soul City,세숫대야 냉면,세숫대야 냉면,,인천,동,화평동,,동내 분식집 화평동 냉면 맛과 동일. [이종한],1
Ep.40,Soul City,깃대봉냉면,세숫대야 냉면,,서울,종로,숭인동 56-25,02-762-4407,,1
Ep.40,들리는 요리강좌,자반고등어,렌틸콩 스프,,,,,,"친구가 되고픈 홈플러스 등 대형 마트(옥션에서 구입 가능 - 이종한)에서 렌틸콩(렌즈콩) 한 봉지 구입 (8500원 가량 - 2인 기중 15회 사용 가능).
당근 2개, 양파 1, 버터, 체다치즈, 우유 준비.
편수 프라이팬에 버터를 과하게 둘른 후 (밥숟가락 2번 가량) 80%정도 녹았을 때 당근과 양파를 듬성 듬성 썰어 넣어 2꼬집 손 분량의 소금간을 하여 5분 가량 볶는다.
렌틸콩을 종이컵 두번 넣고 렌틸콩이 버터를 흡수하면 냄비에 옮겨 담고 렌틸콩의 2배 분량의 물을 부어 끓인다.
이 때 아주 친구가 되고 싶은 신세계 백화점의 채소 스톡이 있다면 물과 함께 넣어도 된다.
콩의 색이 변하면 도깨비 방망이 또는 믹서기로 갈고 우유 2컵 가량 넣은 후 6분가랑 끓이는데 이때 소금간을 하고 약불로 10분 가량 끓인 후 체다치즈 3장을 넣어 골고루 섞이도록 나무주걱으로 섞어 2~3분 끓여 아무것도 바르지 않은 식빵을 바삭하게 구워 파슬리등으로 데코레이션 하여 함께 먹는다.",0
Ep.40,맛집,설빙,빙수(팥빙수),,,,체인.,,미숫가루 중심의 복고풍 빙수.,0
Ep.40,맛집,밀탑,빙수(팥빙수),,,,체인. 현대백화점 내.,,,0
Ep.40,맛집,경성팥집 옥루몽 홍대점,빙수(팥빙수),,서울,마포,서교동 402-18,02-325-4040,신촌점이 있음.,1
Ep.40,이 집에 가라,할매팥빙수단팥죽,빙수(팥빙수)/단팥죽,,부산,남,용호동 148-2,051-623-9946,"15회에 소개됨.
여름 팥빙수, 겨울 단팥죽 판매.
가격이 저렴함. (2000~3000원)",1
Ep.40,이 집에 가라,아이해브어드림,빙수(와인 빙수),,서울,강남,역삼동 821-1번지 강남이즈타워 지하 3층,02-3453-7697,"전 영화배우 이승진이 운영 (데뷔작 라이방).
신선로 파스타와 주력 메뉴.",1
Ep.40,이 집에 가라,CAFFE Rhea' 0306,빙수(눈꽃빙수),,경기,용인,풍덕천동 1080-9번지 하나로프라자 107호,031-272-6285,"4회에 소개됨.
팥이 따로 나오고 리필 가능.
사람이 많기 때문에 칠판에 이름과 인원수를 적어야 함.
오레오빙수는 비추.",1
Ep.41,걸신에게 물어봐,,"진국(또는 진땡, 개장국)",,울산,,,,된장을 풀지 않은 진한 국물의 개장국.,1
Ep.41,걸신에게 물어봐,우래옥,냉면,,서울,중,주교동 118-1,02-2265-0151,9회에 소개됨. 최소영. 순면이 사라져 비추하는 집이 됨.,1
Ep.41,걸신에게 물어봐,능라,냉면,,경기,성남,분당구 운중동 883-1,031-781-3989,주말 6인 이상인 경우 순면을 해줌. 추천 맛집 아님.,1
Ep.41,걸신에게 물어봐,환공어묵,어묵,,부산,중,부평동2가 14-2,051-245-2969,15회에 소개됨. 날이 갈수록 품질이 떨어져 추천 리스트 탈락이 고려됨.,1
Ep.41,걸신에게 물어봐,해참미도어묵,어묵,,부산,중,부평동2가 14-5,051-245-2968,15회에 소개됨. 날이 갈수록 품질이 떨어져 추천 리스트 탈락 위기에 있음.,1
Ep.41,걸신에게 물어봐,가마보꼬,어묵,,딴지마켓,,,,"http://market.ddanzi.com
가성비 뛰어남.",0
Ep.41,걸신에게 물어봐,오뎅,,,,,,,"가마보꼬가 오뎅의 정확한 표현.
오뎅 : 가마보꼬, 쓰지(소 힘줄), 달걀, 유부주머니를 사용한 관서지방 요리의 이름.",0
Ep.41,걸신에게 물어봐,도깨비 시장,가마보꼬,,서울,중,남창동 49 남대문 수입 시장.,02-753-2805,일본에서 수입한 간사이 가마보꼬 팩을 판매.,1
Ep.41,걸신에게 물어봐,신세계백화점,가마보꼬,,서울,중,충무로1가 52-5,1588-1234,"일본에서 수입한 간사이 가마보꼬 팩을 판매.
본점 외에도 일부 판매 하는 것으로 알고 있음.",1
Ep.41,걸신에게 물어봐,강릉해변메밀막국수,막국수,,경기,김포,월곶면 군하리 398-4,031-984-7836,"[구르는낙엽]
걸신 방문 예정.",1
Ep.41,걸신에게 물어봐,남해횟집,장어(갯장어 샤브샤브),"여름, 가을",전남,해남,송지면 어란리 1489-5,061-532-1010,"31회에 소개됨.
갯장어를 비롯한 각종 생선.
갯장어의 경우 방문전 확인 필수.
방문하는 길 자체를 즐기기도 좋음.",1
Ep.41,걸신에게 물어봐,천일식당,한정식(떡갈비),,전남,해남,해남읍 읍내리 34-1,061-535-1001,"22회에 소개됨.
한 때는 최고였으나 현재는 맛이 갔음.",1
Ep.41,걸신에게 물어봐,성내식당,육사시미/미자탕,,전남,해남,해남읍 수성리 64-9,061-533-4774,"방문 전 확인 필요.
식사 마무리로 비빔밥을 요청하면 찌게와 함께 비빔밥이 나옴.
특별한 소 부위를 먹고 싶은 경우 소의 음경을 사용한 미자탕을 먹을 수 있음.",1
Ep.41,걸신에게 물어봐,수인 포장마차,육사시미,,전남,해남,남동리 60-7,061-532-7802,"성내식당 가기 힘든 경우.
식사 마무리로 비빔밥을 요청하면 찌게와 함께 비빔밥이 나옴.",1
Ep.41,걸신에게 물어봐,원조장수통닭,닭 Full cource,,전남,해남,해남읍 연동리 433-6,061-535-1003,"닭 요리의 좌장.
혼자 먹기에는 버거움.
메뉴 : 닭 5만원, 오리 5만원.
닭 발 사이를 사용한 부위와 근위(닭 똥찝 부분)이 회로 나옴.
남은 요리는 포장해줌.",1
Ep.41,걸신에게 물어봐,해안 인근 횟집,회(삼치회),초가을,전남,해남,해남 해안 전역,,갯장어 샤브샤브와 삼치회를 모두 제공하는 식당을 찾는 것이 효율적임.,1
Ep.41,걸신에게 물어봐,프로젝트D,빙수(수박빙수),,경기,용인,기흥구 보정동 1189-6,031-898-0878,"6회에 소개됨.
맛이 좀 떨어졌다는 의견이 있음.",1
Ep.41,걸신에게 물어봐,용인죽전 교동짬뽕,짬뽕,,경기,용인,수지구 죽전동 1190-5,031-898-3323,11회에 소개됨. 용인 죽전점을 강조함.,1
Ep.41,걸신에게 물어봐,풍원추어탕,추어탕,가을,경기,용인,수지구 죽전동 1175-9,031-897-9998,"수도권 베스트 5.
원주식.
일요일 휴무.",1
Ep.41,걸신에게 물어봐,미가,훠꿔,,경기,용인,수지구 풍덕천동 570-6,031-272-8845,"예전보다 양이 줄음.
건두부/백탕/홍탕 모두 훌륭함.",1
Ep.41,걸신에게 물어봐,신승반점,중식,,인천,중,북성동2가 11-32,032-762-9467,공화춘 문 닫은지 오래됨. 지금의 주인은 전혀 상관 없는 사람. 공화춘 원점의 막내 손녀가 주인임. [이트레인저],1
Ep.41,걸신에게 물어봐,용화반점,볶음밥,,인천,중,경동 4-12,032-761-5970,불맛이 제대로남. [이트레인저],1
Ep.41,걸신에게 물어봐,이품분식,만두(왕만두),,서울,마포,연남동 228-11,010-4968-2668,"[이트레인저]
걸신 추천.",1
Ep.41,걸신에게 물어봐,이로운한우,소고기,,경북,군위,효령면 성리 715-8,054-382-9909,직판장 스타일. 가성비가 좋음.,1
Ep.41,걸신에게 물어봐,참좋은한우,소고기,,경북,군위,효령면 성리 712-3,054-382-8260,직판장 스타일. 가성비가 좋음.,1
Ep.41,걸신에게 물어봐,,소고기,,경북,군위,효령면 성리,,"이로운한우, 참좋은한우와 연이어 있음.
직판장 스타일. 가성비가 좋음.",1
Ep.41,걸신에게 물어봐,남선옥,소고기,,경북,의성,의성읍 도동리 981-8,054-834-2455,"일대 최고의 명가.
옛 스러운 분위기를 즐길 수 있음.
의성 장날에 맞춰 가야 곰탕을 맛 볼 수 있음. (2/7장)
장 구경도 재미가 있음.",1
Ep.41,걸신에게 물어봐,항구식당,회(물회 - 자리물회/한치/된장물회),,제주,서귀포,대정읍 하모리 770-9,064-794-2254,"된장 푼 물회 추천. [괴도M]
주인이 점포를 정리하고 제주시로 이사함.
새 주인이 같은 이름으로 새 점포를 냄.
방어회는 제철이 아니어서 판단 보류.
갈치 조림과 고등어 조림은 맛있다고 함. [콰이곤진]",1
Ep.41,걸신에게 물어봐,삼강식당,오리샤브샤브 코스,,제주,서귀포,서호동 1148-13,064-739-1136,코스요리 중 죽을 추천. [괴도M],1
Ep.41,걸신에게 물어봐,삼청각,한식,,서울,성북,성북동 330-115,02-765-3700,상견례 장소. (비추 - 근현대사를 확인해 볼 것). [최소영],1
Ep.41,퀸 오브 디저트,이성당,소보루빵,,전북,군산,중앙로1가 12-2,063-445-2772,34회에 소개됨.,1
Ep.41,퀸 오브 디저트,브레드 쇼,소보루빵,,서울,용산,한남동 736-9,02-792-2233,"이성당을 넘어서는 맛.
프랑스인 파티쉐.
단팥빵도 추천.",1
Ep.41,맛집,진옥화할매원조닭한마리 본점,백숙(닭한마리),,서울,종로,종로5가 265-22,02-2275-9666,미슐렝 가이드(그린북)에 소개됨.,1
Ep.41,맛집,삼원가든,소고기,,서울,강남,신사동 623-5,02-548-3030,"미슐렝 가이드(그린북)에 소개됨.
가격이 비쌈.",1
Ep.41,이 집에 가라,용수산,한식,,서울,종로,원서동 148,02-734-5999,"미슐렝 가이드(그린북)에 소개됨.
상견례 자리로 추천.
개성식 한식 코스 요리.
분점이 여러곳에 있음.
http://www.yongsusan.co.kr/ko/main/main.htm",1
Ep.42,걸신에게 물어봐,,화이트와인,,이탈리아,트렌티노알토아디제,,,"이탈리아 북부.
가성비 최고.
현지가 5유로 가량이나 품질은 가격을 넘어섬.",0
Ep.42,걸신에게 물어봐,,레드와인,,이탈리아,토스카나,,,이탈리아 3대 와인 생산지.,0
Ep.42,걸신에게 물어봐,,레드와인,,이탈리아,피에몬테,,,이탈리아 3대 와인 생산지.,0
Ep.42,걸신에게 물어봐,,레드와인,,이탈리아,베네트,,,이탈리아 3대 와인 생산지.,0
Ep.42,걸신에게 물어봐,,레드와인,,이탈리아,아브루초,,,그다지 유명 산지는 아니지만 몬테필치아노종의 와인이 뛰어남.,0
Ep.42,걸신에게 물어봐,,레드와인,,이탈리아,마르케,,,그다지 유명 산지는 아니지만 몬테필치아노종의 와인이 뛰어남.,0
